request_id,timestamp,model,batch_size,latency (s),processing time (s),throughput (qps)
c1f59964,20240918_121341,gpt2-124m,16,8.81021083300584,5.081629082997097,3.149
f95ed707,20240918_121341,gpt2-124m,16,8.532275749996188,5.081629082997097,3.149
77383eda,20240918_121341,gpt2-124m,16,7.83295141599956,5.081629082997097,3.149
ceb6b080,20240918_121345,distilgpt2-124m,16,16.016894041007617,3.219516041004681,4.97
11144531,20240918_121345,distilgpt2-124m,16,15.794474833004642,3.219516041004681,4.97
8e199618,20240918_121345,distilgpt2-124m,16,15.783356665997417,3.219516041004681,4.97
97351f14,20240918_121345,distilgpt2-124m,16,15.741487541003153,3.219516041004681,4.97
e5851abf,20240918_121345,distilgpt2-124m,16,15.70727495799656,3.219516041004681,4.97
686202e5,20240918_121345,distilgpt2-124m,16,15.329266415996244,3.219516041004681,4.97
0f99eafc,20240918_121345,distilgpt2-124m,16,15.037026791003882,3.219516041004681,4.97
7f881016,20240918_121345,distilgpt2-124m,16,15.033371750003425,3.219516041004681,4.97
f7ce942c,20240918_121345,distilgpt2-124m,16,14.785141582993674,3.219516041004681,4.97
f50cc8b6,20240918_121345,distilgpt2-124m,16,14.631277082997258,3.219516041004681,4.97
599269d5,20240918_121345,distilgpt2-124m,16,14.344481958003598,3.219516041004681,4.97
95e4451f,20240918_121345,distilgpt2-124m,16,13.954465832997812,3.219516041004681,4.97
435a62cf,20240918_121345,distilgpt2-124m,16,12.987694958006614,3.219516041004681,4.97
caedae6e,20240918_121345,distilgpt2-124m,16,12.560253707997617,3.219516041004681,4.97
9ff14944,20240918_121345,distilgpt2-124m,16,12.278942290999112,3.219516041004681,4.97
bca73fac,20240918_121345,distilgpt2-124m,16,11.474747000000207,3.219516041004681,4.97
1682fbfa,20240918_121357,gpt2medium-355m,16,31.015033540999866,11.887504291007644,1.346
218db672,20240918_121357,gpt2medium-355m,16,30.627738374998444,11.887504291007644,1.346
eede529a,20240918_121357,gpt2medium-355m,16,30.57854450000741,11.887504291007644,1.346
2b9d5a2b,20240918_121357,gpt2medium-355m,16,30.043437750005978,11.887504291007644,1.346
a1131b08,20240918_121357,gpt2medium-355m,16,29.83529337499931,11.887504291007644,1.346
c4532ed8,20240918_121357,gpt2medium-355m,16,29.336352291007643,11.887504291007644,1.346
9167b8f3,20240918_121357,gpt2medium-355m,16,28.533615791006014,11.887504291007644,1.346
2a7263bd,20240918_121357,gpt2medium-355m,16,28.11898362499778,11.887504291007644,1.346
f6691567,20240918_121357,gpt2medium-355m,16,28.082044708004105,11.887504291007644,1.346
47b111c7,20240918_121357,gpt2medium-355m,16,27.54435445800482,11.887504291007644,1.346
b85fa9d8,20240918_121357,gpt2medium-355m,16,27.44410858300398,11.887504291007644,1.346
3d4e4a2e,20240918_121357,gpt2medium-355m,16,27.266933165999944,11.887504291007644,1.346
b5b26b81,20240918_121357,gpt2medium-355m,16,27.107434416000615,11.887504291007644,1.346
29e9c6f2,20240918_121357,gpt2medium-355m,16,26.750028791007935,11.887504291007644,1.346
9eec4746,20240918_121357,gpt2medium-355m,16,26.510432416005642,11.887504291007644,1.346
23aa9662,20240918_121357,gpt2medium-355m,16,25.7564173330029,11.887504291007644,1.346
